"Year","Region","Variable","Value","Log Scale"
1868,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1869,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1870,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1871,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1872,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1873,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1874,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1875,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1876,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1877,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1878,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1879,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1880,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1881,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1882,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1883,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1884,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1885,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1886,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1887,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1888,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1889,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1890,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1891,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1892,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1893,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1894,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1895,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1896,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1897,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1898,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1899,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1900,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1901,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1902,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1903,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1904,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1905,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1906,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1907,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1908,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1909,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1910,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1911,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1912,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1913,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1914,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1915,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1916,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1917,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1918,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1919,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1920,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1921,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1922,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1923,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1924,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1925,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1926,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1927,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1928,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1929,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1930,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1931,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1932,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1933,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1934,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1935,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1936,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1937,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1938,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1939,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1940,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1941,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1942,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1943,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1944,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1945,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1946,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1947,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1948,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1949,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1950,"Nova Scotia","Nominal GDP (Millions)",584.068312083285,6.3700179487328
1951,"Nova Scotia","Nominal GDP (Millions)",652.931951197064,6.48147291434711
1952,"Nova Scotia","Nominal GDP (Millions)",714.78262687051,6.57197847810813
1953,"Nova Scotia","Nominal GDP (Millions)",739.775694676934,6.60634702494805
1954,"Nova Scotia","Nominal GDP (Millions)",756.532364965233,6.62874531481853
1955,"Nova Scotia","Nominal GDP (Millions)",798.173290905351,6.68232573039774
1956,"Nova Scotia","Nominal GDP (Millions)",878.750498234225,6.77850101010534
1957,"Nova Scotia","Nominal GDP (Millions)",943.122624564056,6.84919631083272
1958,"Nova Scotia","Nominal GDP (Millions)",947.819113749945,6.85416367576816
1959,"Nova Scotia","Nominal GDP (Millions)",1026.43188024338,6.93384387307177
1960,"Nova Scotia","Nominal GDP (Millions)",1081.24429666195,6.98586778346866
1961,"Nova Scotia","Nominal GDP (Millions)",1112.02388242442,7.01393695158028
1962,"Nova Scotia","Nominal GDP (Millions)",1178.44386554955,7.07195008912426
1963,"Nova Scotia","Nominal GDP (Millions)",1232.40284936807,7.11672107876794
1964,"Nova Scotia","Nominal GDP (Millions)",1326.87990602578,7.19058552987944
1965,"Nova Scotia","Nominal GDP (Millions)",1424.48320414384,7.26156436316564
1966,"Nova Scotia","Nominal GDP (Millions)",1570.89628211846,7.3594016157824
1967,"Nova Scotia","Nominal GDP (Millions)",1707.98935813864,7.44307214373112
1968,"Nova Scotia","Nominal GDP (Millions)",1884.43699990943,7.54138438148211
1969,"Nova Scotia","Nominal GDP (Millions)",2136.76274993757,7.66704722900508
1970,"Nova Scotia","Nominal GDP (Millions)",2304.95642765236,7.74281705184746
1971,"Nova Scotia","Nominal GDP (Millions)",2477.34601848976,7.81494311230079
1972,"Nova Scotia","Nominal GDP (Millions)",2839.8268498103,7.95149836091995
1973,"Nova Scotia","Nominal GDP (Millions)",3243.60701319445,8.08444126523185
1974,"Nova Scotia","Nominal GDP (Millions)",3630.06189251635,8.19700497739353
1975,"Nova Scotia","Nominal GDP (Millions)",4042.76488345261,8.30468411396822
1976,"Nova Scotia","Nominal GDP (Millions)",4694.23247801444,8.45408990181738
1977,"Nova Scotia","Nominal GDP (Millions)",5104.02081894856,8.53778390396391
1978,"Nova Scotia","Nominal GDP (Millions)",5781.98833893568,8.66250290578693
1979,"Nova Scotia","Nominal GDP (Millions)",6326.25553383758,8.75246379727006
1980,"Nova Scotia","Nominal GDP (Millions)",6533.14930832989,8.78464438906144
1981,"Nova Scotia","Nominal GDP (Millions)",8103,8.99998964246073
1982,"Nova Scotia","Nominal GDP (Millions)",9426,9.15122710748368
1983,"Nova Scotia","Nominal GDP (Millions)",10673,9.27547246691396
1984,"Nova Scotia","Nominal GDP (Millions)",11940,9.38764938694659
1985,"Nova Scotia","Nominal GDP (Millions)",12943,9.46831038044244
1986,"Nova Scotia","Nominal GDP (Millions)",14104,9.55421372407771
1987,"Nova Scotia","Nominal GDP (Millions)",15120,9.62377364973352
1988,"Nova Scotia","Nominal GDP (Millions)",15960,9.6778408710038
1989,"Nova Scotia","Nominal GDP (Millions)",17082,9.74578055650609
1990,"Nova Scotia","Nominal GDP (Millions)",17659,9.77900084741312
1991,"Nova Scotia","Nominal GDP (Millions)",18312,9.8153118616324
1992,"Nova Scotia","Nominal GDP (Millions)",18819,9.84262227676485
1993,"Nova Scotia","Nominal GDP (Millions)",18963,9.85024499114041
1994,"Nova Scotia","Nominal GDP (Millions)",19312,9.86848194333731
1995,"Nova Scotia","Nominal GDP (Millions)",19864,9.896664327188
1996,"Nova Scotia","Nominal GDP (Millions)",20094,9.90817654202226
1997,"Nova Scotia","Nominal GDP (Millions)",21025,9.95346748484115
1998,"Nova Scotia","Nominal GDP (Millions)",22048,10.0009771738134
1999,"Nova Scotia","Nominal GDP (Millions)",23848,10.0794556353579
2000,"Nova Scotia","Nominal GDP (Millions)",25556,10.1486274017222
2001,"Nova Scotia","Nominal GDP (Millions)",26807,10.1964183264236
2002,"Nova Scotia","Nominal GDP (Millions)",28090,10.2431689200983
2003,"Nova Scotia","Nominal GDP (Millions)",29874,10.3047438158702
2004,"Nova Scotia","Nominal GDP (Millions)",30955,10.3402898159533
2005,"Nova Scotia","Nominal GDP (Millions)",32213,10.3801253767649
2006,"Nova Scotia","Nominal GDP (Millions)",32809,10.398458146978
2007,"Nova Scotia","Nominal GDP (Millions)",34017,10.4346156786399
2008,"Nova Scotia","Nominal GDP (Millions)",35490,10.4770062456405
2009,"Nova Scotia","Nominal GDP (Millions)",35005,10.4632461874113
2010,"Nova Scotia","Nominal GDP (Millions)",36921,10.5165357738404
2011,"Nova Scotia","Nominal GDP (Millions)",37731,10.5382373167153
2012,"Nova Scotia","Nominal GDP (Millions)",37933,10.5435767246214
2013,"Nova Scotia","Nominal GDP (Millions)",38725,10.5642406652851
2014,"Nova Scotia","Nominal GDP (Millions)",39838,10.5925765096352
2015,"Nova Scotia","Nominal GDP (Millions)",40701,10.6140079411534
2016,"Nova Scotia","Nominal GDP (Millions)",41599,10.6358314074989
2017,"Nova Scotia","Nominal GDP (Millions)",43314,10.6762311873672
2018,"Nova Scotia","Nominal GDP (Millions)",44875,10.7116361257906
2019,"Nova Scotia","Nominal GDP (Millions)",46524,10.7477235874589
2020,"Nova Scotia","Nominal GDP (Millions)",46849,10.7546849427216
2021,"Nova Scotia","Nominal GDP (Millions)",NA,NA
1867,"New Brunswick","Nominal GDP (Millions)",NA,NA
1868,"New Brunswick","Nominal GDP (Millions)",NA,NA
1869,"New Brunswick","Nominal GDP (Millions)",NA,NA
1870,"New Brunswick","Nominal GDP (Millions)",NA,NA
1871,"New Brunswick","Nominal GDP (Millions)",NA,NA
1872,"New Brunswick","Nominal GDP (Millions)",NA,NA
1873,"New Brunswick","Nominal GDP (Millions)",NA,NA
1874,"New Brunswick","Nominal GDP (Millions)",NA,NA
1875,"New Brunswick","Nominal GDP (Millions)",NA,NA
1876,"New Brunswick","Nominal GDP (Millions)",NA,NA
1877,"New Brunswick","Nominal GDP (Millions)",NA,NA
1878,"New Brunswick","Nominal GDP (Millions)",NA,NA
1879,"New Brunswick","Nominal GDP (Millions)",NA,NA
1880,"New Brunswick","Nominal GDP (Millions)",NA,NA
1881,"New Brunswick","Nominal GDP (Millions)",NA,NA
1882,"New Brunswick","Nominal GDP (Millions)",NA,NA
1883,"New Brunswick","Nominal GDP (Millions)",NA,NA
1884,"New Brunswick","Nominal GDP (Millions)",NA,NA
1885,"New Brunswick","Nominal GDP (Millions)",NA,NA
1886,"New Brunswick","Nominal GDP (Millions)",NA,NA
1887,"New Brunswick","Nominal GDP (Millions)",NA,NA
1888,"New Brunswick","Nominal GDP (Millions)",NA,NA
1889,"New Brunswick","Nominal GDP (Millions)",NA,NA
1890,"New Brunswick","Nominal GDP (Millions)",NA,NA
1891,"New Brunswick","Nominal GDP (Millions)",NA,NA
1892,"New Brunswick","Nominal GDP (Millions)",NA,NA
1893,"New Brunswick","Nominal GDP (Millions)",NA,NA
1894,"New Brunswick","Nominal GDP (Millions)",NA,NA
1895,"New Brunswick","Nominal GDP (Millions)",NA,NA
1896,"New Brunswick","Nominal GDP (Millions)",NA,NA
1897,"New Brunswick","Nominal GDP (Millions)",NA,NA
1898,"New Brunswick","Nominal GDP (Millions)",NA,NA
1899,"New Brunswick","Nominal GDP (Millions)",NA,NA
1900,"New Brunswick","Nominal GDP (Millions)",NA,NA
1901,"New Brunswick","Nominal GDP (Millions)",NA,NA
1902,"New Brunswick","Nominal GDP (Millions)",NA,NA
1903,"New Brunswick","Nominal GDP (Millions)",NA,NA
1904,"New Brunswick","Nominal GDP (Millions)",NA,NA
1905,"New Brunswick","Nominal GDP (Millions)",NA,NA
1906,"New Brunswick","Nominal GDP (Millions)",NA,NA
1907,"New Brunswick","Nominal GDP (Millions)",NA,NA
1908,"New Brunswick","Nominal GDP (Millions)",NA,NA
1909,"New Brunswick","Nominal GDP (Millions)",NA,NA
1910,"New Brunswick","Nominal GDP (Millions)",NA,NA
1911,"New Brunswick","Nominal GDP (Millions)",NA,NA
1912,"New Brunswick","Nominal GDP (Millions)",NA,NA
1913,"New Brunswick","Nominal GDP (Millions)",NA,NA
1914,"New Brunswick","Nominal GDP (Millions)",NA,NA
1915,"New Brunswick","Nominal GDP (Millions)",NA,NA
1916,"New Brunswick","Nominal GDP (Millions)",NA,NA
1917,"New Brunswick","Nominal GDP (Millions)",NA,NA
1918,"New Brunswick","Nominal GDP (Millions)",NA,NA
1919,"New Brunswick","Nominal GDP (Millions)",NA,NA
1920,"New Brunswick","Nominal GDP (Millions)",NA,NA
1921,"New Brunswick","Nominal GDP (Millions)",NA,NA
1922,"New Brunswick","Nominal GDP (Millions)",NA,NA
1923,"New Brunswick","Nominal GDP (Millions)",NA,NA
1924,"New Brunswick","Nominal GDP (Millions)",NA,NA
1925,"New Brunswick","Nominal GDP (Millions)",NA,NA
1926,"New Brunswick","Nominal GDP (Millions)",NA,NA
1927,"New Brunswick","Nominal GDP (Millions)",NA,NA
1928,"New Brunswick","Nominal GDP (Millions)",NA,NA
1929,"New Brunswick","Nominal GDP (Millions)",NA,NA
1930,"New Brunswick","Nominal GDP (Millions)",NA,NA
1931,"New Brunswick","Nominal GDP (Millions)",NA,NA
1932,"New Brunswick","Nominal GDP (Millions)",NA,NA
1933,"New Brunswick","Nominal GDP (Millions)",NA,NA
1934,"New Brunswick","Nominal GDP (Millions)",NA,NA
1935,"New Brunswick","Nominal GDP (Millions)",NA,NA
1936,"New Brunswick","Nominal GDP (Millions)",NA,NA
1937,"New Brunswick","Nominal GDP (Millions)",NA,NA
1938,"New Brunswick","Nominal GDP (Millions)",NA,NA
1939,"New Brunswick","Nominal GDP (Millions)",NA,NA
1940,"New Brunswick","Nominal GDP (Millions)",NA,NA
1941,"New Brunswick","Nominal GDP (Millions)",NA,NA
1942,"New Brunswick","Nominal GDP (Millions)",NA,NA
1943,"New Brunswick","Nominal GDP (Millions)",NA,NA
1944,"New Brunswick","Nominal GDP (Millions)",NA,NA
1945,"New Brunswick","Nominal GDP (Millions)",NA,NA
1946,"New Brunswick","Nominal GDP (Millions)",NA,NA
1947,"New Brunswick","Nominal GDP (Millions)",NA,NA
1948,"New Brunswick","Nominal GDP (Millions)",NA,NA
1949,"New Brunswick","Nominal GDP (Millions)",NA,NA
1950,"New Brunswick","Nominal GDP (Millions)",451.136958936447,6.11177097175306
1951,"New Brunswick","Nominal GDP (Millions)",532.744068126965,6.2780411364765
1952,"New Brunswick","Nominal GDP (Millions)",538.121301764787,6.28808400271199
1953,"New Brunswick","Nominal GDP (Millions)",555.326621883413,6.31955644854161
1954,"New Brunswick","Nominal GDP (Millions)",570.723799369479,6.34690537873988
1955,"New Brunswick","Nominal GDP (Millions)",621.634356160427,6.43235206805443
1956,"New Brunswick","Nominal GDP (Millions)",691.787117242905,6.53927827424657
1957,"New Brunswick","Nominal GDP (Millions)",725.710250817134,6.58715083160411
1958,"New Brunswick","Nominal GDP (Millions)",745.869329123099,6.61455042282772
1959,"New Brunswick","Nominal GDP (Millions)",799.786662333738,6.68434502002178
1960,"New Brunswick","Nominal GDP (Millions)",834.987153737078,6.72741633998649
1961,"New Brunswick","Nominal GDP (Millions)",868.831764095965,6.76714950939528
1962,"New Brunswick","Nominal GDP (Millions)",902.442110181971,6.80510454430704
1963,"New Brunswick","Nominal GDP (Millions)",966.441643498543,6.87362091762067
1964,"New Brunswick","Nominal GDP (Millions)",1086.8568938121,6.9910452260275
1965,"New Brunswick","Nominal GDP (Millions)",1189.87975399401,7.08160753393612
1966,"New Brunswick","Nominal GDP (Millions)",1325.46564934631,7.18951911015095
1967,"New Brunswick","Nominal GDP (Millions)",1398.16127731538,7.24291327902651
1968,"New Brunswick","Nominal GDP (Millions)",1517.47278442812,7.32480158829383
1969,"New Brunswick","Nominal GDP (Millions)",1668.2407719375,7.41952492018592
1970,"New Brunswick","Nominal GDP (Millions)",1807.09793239134,7.49947748524506
1971,"New Brunswick","Nominal GDP (Millions)",1977.46634870726,7.5895716824084
1972,"New Brunswick","Nominal GDP (Millions)",2255.16875055399,7.72098008308541
1973,"New Brunswick","Nominal GDP (Millions)",2629.21655700301,7.87444119372354
1974,"New Brunswick","Nominal GDP (Millions)",3075.99776691164,8.03138460465376
1975,"New Brunswick","Nominal GDP (Millions)",3375.53780630893,8.12430994062922
1976,"New Brunswick","Nominal GDP (Millions)",3961.27957226583,8.28432237636466
1977,"New Brunswick","Nominal GDP (Millions)",4297.27582182535,8.36573657110879
1978,"New Brunswick","Nominal GDP (Millions)",4836.52508648346,8.48395178451775
1979,"New Brunswick","Nominal GDP (Millions)",5841.40689645678,8.67272695373639
1980,"New Brunswick","Nominal GDP (Millions)",5443.90547079295,8.60225199969572
1981,"New Brunswick","Nominal GDP (Millions)",6652,8.80267284031282
1982,"New Brunswick","Nominal GDP (Millions)",7287,8.89384721767028
1983,"New Brunswick","Nominal GDP (Millions)",8323,9.0267780457461
1984,"New Brunswick","Nominal GDP (Millions)",9214,9.12847934549586
1985,"New Brunswick","Nominal GDP (Millions)",9796,9.18972941807206
1986,"New Brunswick","Nominal GDP (Millions)",10993,9.30501398557886
1987,"New Brunswick","Nominal GDP (Millions)",12085,9.39972029313758
1988,"New Brunswick","Nominal GDP (Millions)",12870,9.46265430059017
1989,"New Brunswick","Nominal GDP (Millions)",13484,9.50925907635395
1990,"New Brunswick","Nominal GDP (Millions)",13814,9.53343784964892
1991,"New Brunswick","Nominal GDP (Millions)",13952,9.54337814614876
